# push tiltY x 固定tiltX x 揮拍方向x過量修正 3軸校準掃描(return-studio.html, push 技術, forehand 側)

> 研究工具輸出，非 game4.html 正式驗收。只逐一計算每個組合的分數，不自動找最佳解。
Updated: 2026-07-13T05:05:33.397Z
Presets: 11（原始16顆，排除 5 顆：no_spin_long_forehand, no_spin_long_backhand, backspin_short_forehand_2, backspin_short_backhand_2, backspin_short_backhand）
sidebackspin_* presets tracked: 7

健檢（reimplementation vs. 未覆寫原始碼, tiltY=1, tiltXFixed=0, overcorrectScale=0）：PASS，逐 preset 完全一致

設計說明：tiltX 現在是固定候選值（不是 vx 的函式）；改成「揮拍方向 x 分量」
依 vx 做過量修正，公式基礎迴歸（game4.html 來源）：
clamp(-0.1436 - 0.5376*vx, -1.2, 1.2)，這裡整條乘上 overcorrectScale 縮放：
- overcorrectScale=0
- overcorrectScale=0.25
- overcorrectScale=0.5
- overcorrectScale=0.75
- overcorrectScale=1
- overcorrectScale=1.5

## Summary

tiltY | 換算角度 | tiltX(固定) | overcorrectScale | pass/total | sidebackspin pass | 失敗 preset
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2604
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0423
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0112
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.3,
    "overcorrectScale": 0.25,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5156
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2468
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.222
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.434
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5246
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2794
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.186
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2853
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2399
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0409
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0219
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.3,
    "overcorrectScale": 0.5,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5643
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2204
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.202
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4873
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5826
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2677
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1658
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2739
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2213
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0394
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.029
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.3,
    "overcorrectScale": 0.75,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.603
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.199
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1832
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5254
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6286
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2568
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1537
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2647
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2049
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0385
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0332
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.3,
    "overcorrectScale": 1,
    "okCount": 6,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6314
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1884
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1703
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5504
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6625
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2481
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.143
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.2574
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1963
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0308
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0355
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.3,
    "overcorrectScale": 1.5,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6647
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1717
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1532
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5717
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7035
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2316
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1335
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.231
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1732
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0344
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.037
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.4,
    "overcorrectScale": 0,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4611
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1746
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1787
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3608
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4454
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2666
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.15
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2652
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1983
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0085
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.04
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.4,
    "overcorrectScale": 0.25,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.536
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1518
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1544
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4458
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5315
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2462
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1359
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2461
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1755
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0068
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0506
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.4,
    "overcorrectScale": 0.5,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6034
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1236
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1295
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5189
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.61
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2224
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0902
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2349
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1483
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0057
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0578
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.4,
    "overcorrectScale": 0.75,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6581
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1101
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1176
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5726
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6738
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2113
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0764
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2173
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1305
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0052
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0623
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.4,
    "overcorrectScale": 1,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6991
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.094
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1002
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6088
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7217
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1909
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0661
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2009
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1223
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.005
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.065
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.4,
    "overcorrectScale": 1.5,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7482
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0789
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0813
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6401
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7809
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1678
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0561
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1685
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0919
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0052
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0671
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.5,
    "overcorrectScale": 0,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4538
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.037
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0964
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3461
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4247
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.203
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.033
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2077
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1158
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0037
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0708
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.5,
    "overcorrectScale": 0.25,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.548
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0475
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0702
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4511
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5306
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1751
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0313
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1872
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0953
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0031
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0794
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.5,
    "overcorrectScale": 0.5,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6344
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0294
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0615
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5441
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6293
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1644
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0357
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1769
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0676
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0021
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0857
      }
    ]
  },
  {
    "tiltY": 1.6,
    "angleDeg": 32.0054,
    "tiltXFixed": 0.5,
    "overcorrectScale": 0.75,
    "okCount": 7,
    "total": 11,
    "sidebackspinOk": 4,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7062
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0168
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0411
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.6147
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.7116
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1397
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.031
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1575
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.051
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0026
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0902
      }
    ]
  },
  {
