# push tiltY x 固定tiltX x 揮拍方向x過量修正 3軸校準掃描(return-studio.html, push 技術, forehand 側)

> 研究工具輸出，非 game4.html 正式驗收。只逐一計算每個組合的分數，不自動找最佳解。
Updated: 2026-07-13T05:05:33.397Z
Presets: 11（原始16顆，排除 5 顆：no_spin_long_forehand, no_spin_long_backhand, backspin_short_forehand_2, backspin_short_backhand_2, backspin_short_backhand）
sidebackspin_* presets tracked: 7

健檢（reimplementation vs. 未覆寫原始碼, tiltY=1, tiltXFixed=0, overcorrectScale=0）：PASS，逐 preset 完全一致

設計說明：tiltX 現在是固定候選值（不是 vx 的函式）；改成「揮拍方向 x 分量」
依 vx 做過量修正，公式基礎迴歸（game4.html 來源）：
clamp(-0.1436 - 0.5376*vx, -1.2, 1.2)，這裡整條乘上 overcorrectScale 縮放：
- overcorrectScale=0
- overcorrectScale=0.25
- overcorrectScale=0.5
- overcorrectScale=0.75
- overcorrectScale=1
- overcorrectScale=1.5

## Summary

tiltY | 換算角度 | tiltX(固定) | overcorrectScale | pass/total | sidebackspin pass | 失敗 preset
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.283
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3362
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.3064
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.04
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.1126
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.1,
    "overcorrectScale": 1.5,
    "okCount": 3,
    "total": 11,
    "sidebackspinOk": 1,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4673
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3398
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.2823
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4096
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.514
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3423
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.2746
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3263
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2964
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0381
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.117
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.2,
    "overcorrectScale": 0,
    "okCount": 4,
    "total": 11,
    "sidebackspinOk": 2,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4228
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3782
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2692
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3508
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4388
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.362
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2656
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3493
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.301
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.039
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.0099
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.2,
    "overcorrectScale": 0.25,
    "okCount": 5,
    "total": 11,
    "sidebackspinOk": 3,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4587
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.297
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2547
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3928
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4818
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3487
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.242
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.337
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2806
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0437
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.0007
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.2,
    "overcorrectScale": 0.5,
    "okCount": 5,
    "total": 11,
    "sidebackspinOk": 3,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4897
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2754
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2421
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.427
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5194
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3358
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2237
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3251
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2658
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0411
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0056
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.2,
    "overcorrectScale": 0.75,
    "okCount": 5,
    "total": 11,
    "sidebackspinOk": 3,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.514
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2607
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2304
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.4507
      },
      {
        "preset": "sidebackspin_long_backhand",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5486
      },
      {
        "preset": "sidebackspin_long_forehand_2",
        "sidebackspin": true,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3237
      },
      {
        "preset": "sidebackspin_long_forehand_3",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2107
      },
      {
        "preset": "backspin_long_forehand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.3137
      },
      {
        "preset": "backspin_long_forehand_2",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2527
      },
      {
        "preset": "backspin_short_forehand",
        "sidebackspin": false,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.0386
      },
      {
        "preset": "sidebackspin_short_forehand",
        "sidebackspin": true,
        "ok": false,
        "reason": "掛網",
        "netClearance": -0.0095
      }
    ]
  },
  {
    "tiltY": 1.5,
    "angleDeg": 33.6901,
    "tiltXFixed": 0.2,
    "overcorrectScale": 1,
    "okCount": 5,
    "total": 11,
    "sidebackspinOk": 3,
    "sidebackspinTotal": 7,
    "rows": [
      {
        "preset": "backspin_long_backhand",
        "sidebackspin": false,
        "ok": false,
        "reason": "出界",
        "netClearance": 0.5316
      },
      {
        "preset": "sidebackspin_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2505
      },
      {
        "preset": "sidebackspin_half_long_forehand",
        "sidebackspin": true,
        "ok": true,
        "reason": "成功",
        "netClearance": 0.2216
      },
      {
        "preset": "sidebackspin_half_long_backhand",
        "sidebackspin": true,
